Doc_Page_Sen_ID,Sentence
0091|0027|0001,(ฝ่ายงาน) แสดงฐานะการเงินและมูลค่าเทียบเท่าสินทรัพย์ใ (ฝ่ายงาน) แสดงฐานะการเงินของรายการนอกงบดุลที่เป็นยอดสุทธิจาก Specific provision แยกตามประเภทสินทรัพย์ โดยวิธี IRB 1. ลูกหนี้ปกติ ประเภทสินทรัพย์ 1.1 ลูกหนี้ภาครัฐบาล สถาบันการเงินและธุรกิจเอกชน 1.2 ลูกหนี้รายย่อย 1.2.1 สินเชื่อเพื่อที่อยู่อาศัย 1.2.2 วงเงินสินเชื่อหมุนเวียนเพื่อรายย่อย 1.2.3 สินเชื่อรายย่อยอื่น 1.3 ฐานะที่เกี่ยวข้องกับตราสารทุน 1.4 สินทรัพย์อื่น 2. ลูกหนี้ผิดนัดชำระหนี้ 3. First-to-default credit derivatives a
0091|0028|0000,หัวข้อ 6 ข้อมูลฐานะที่เกี่ยวข้องกับตราสารทุนในบัญชีเพื่อการธนาคาร ตารางที่ 31 มูลค่าฐานะที่เกี่ยวข้องกับตราสารทุนในบัญชีเพื่อการธนาคาร มูลค่าฐานะที่เกี่ยวข้องกับตราสารทุน 1.1 มูลค่าตราสารทุนที่จดทะเบียนในตลาดหลักทรัพย์ (ทั้งในประเทศและต่างประเทศ) 1.2 มูลค่าตราสารทุนอื่น (ทั้งในประเทศและต่างประเทศ) 1. มูลค่าฐานะที่เกี่ยวข้องกับตราสารทุน 2. กำไร (ขาดทุน) จากการขายตราสารทุนระหว่าง
0091|0028|0003,เกี่ยวข้องกับตราสารทุน 1.1 มูลค่าตราสารทุนที่จดทะเบียนในตลาดหลักทรัพย์ (ทั้งในประเทศและต่างประเทศ) 1.2 มูลค่าตราสารทุนอื่น (ทั้งในประเทศและต่างประเทศ) 1. มูลค่าฐานะที่เกี่ยวข้องกับตราสารทุน 2. กำไร (ขาดทุน) จากการขายตราสารทุนระหว่างงวดการรายงาน 3. ส่วนเกินทุน (ต่ำกว่าทุน) สุทธิจากการตีราคาเงินลงทุนในตราสารทุนที่กำหนดให้วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จ
0091|0029|0003,ยอดด้วยรูปแบบอื่นที่เห็นว่าเหมาะสมและ สามารถให้ข้อมูลความแตกต่างระหว่างรายการส่วนของผู้ถือหุ้นใ (ฝ่ายงาน) การเงินที่เผยแพร่ต่อสาธารณะ และรายการเงินกองทุนภายใต้หลักเกณฑ์การกำกับดูแลของทางการ เช่น กระทบยอดจากจำนวนเงินกองทุนภายใต้ หลักเกณฑ์การกำกับดูแลของทางการไปยังส่วนของผู้ถือหุ้นที่ปรากฏใ (ฝ่ายงาน) การเงินที่เผยแพร่ต่อสาธารณะ รายการที่เกี่ยวข้องกับเงินกองทุน ประจำงวด 1. เงินสด 2. รายการระหว่างธนาคารและตลาดเงินสุทธิ
0091|0032|0000,1 ทุนชำระแล้ว (หุ้นสามัญ) หลังหักหุ้นสามัญซื้อคืน 2 ใบสำคัญแสดงสิทธิที่จะซื้อหุ้นสามัญ 3 ส่วนเกิน (ต่ำกว่า) มูลค่าหุ้นสามัญ (สุทธิ) 4 ทุนสำรองตามกฎหมาย 5 เงินสำรองที่ได้จัดสรรจากกำไรสุทธิเมื่อสิ้นงวดการบัญชี 6 กำไรสุทธิคงเหลือหลังจากการจัดสรร 7 กำไรขาดทุนเบ็ดเสร็จอื่นสะสม 7.1 ส่วนเกินทุนจากการตีราคาที่ดิน อาคาร หรือห้องชุดในอาคารชุด 7.2 ส่วนเกิน (ต่ำกว่า) ทุนจากการเปลี่ยนแปลงมูลค่าเงินลงทุน 7.3 เงินสำรองสำหรับ
0091|0032|0014,ค้า 8 รายการอื่นของการเปลี่ยนแปลงที่เกิดจากผู้เป็นเจ้าของ (Owner changes) 9 รายการของบริษัทลูกที่ประกอบธุรกิจธนาคารพาณิชย์เฉพาะส่วนของผู้ถือหุ้นที่ไม่มีอำนาจควบคุมที่สามารถนับเป็นเงินกองทุนชั้นที่ 1 ที่เป็นส่วนของ เจ้าของของกลุ่มธุรกิจทางการเงิน 10 รวมเงินกองทุนชั้นที่ 1 ที่เป็นส่วนของเจ้าของก่อนรายการปรับและรายการหักตามหลักเกณฑ์การกำกับดูแล หน่วย : องค์ประกอบของเงินกองทุนตาม แหล่งที่มาของการ
0091|0033|0007,ถือตราสารทุนไขว้กันระหว่างธนาคารพาณิชย์กับบริษัทที่ทำธุรกิจทางการเงินหรือธุรกิจสนับสนุน 23 เงินลงทุนในตราสารทุน รวมถึงเงินลงทุนในใบสำคัญแสดงสิทธิที่จะซื้อหุ้นของบริษัทเงินทุนและบริษัทเครดิตฟองซิเอร์ ทั้งทางตรงและทางอ้อม 24 เงินลงทุนในตราสารทุน รวมถึงเงินลงทุนในใบสำคัญแสดงสิทธิที่จะซื้อหุ้นที่นับเป็นเงินกองทุนชั้นที่ 1 ที่เป็นส่วนของเจ้าของของสถาบันการเงินอื่นหรือ กลุ่มธุรกิจทางการเงินอื่น นอกจากที่ระบุในข้อ 22 และ
0091|0033|0009,ทุน รวมถึงเงินลงทุนในใบสำคัญแสดงสิทธิที่จะซื้อหุ้นของบริษัทเงินทุนและบริษัทเครดิตฟองซิเอร์ ทั้งทางตรงและทางอ้อม 24 เงินลงทุนในตราสารทุน รวมถึงเงินลงทุนในใบสำคัญแสดงสิทธิที่จะซื้อหุ้นที่นับเป็นเงินกองทุนชั้นที่ 1 ที่เป็นส่วนของเจ้าของของสถาบันการเงินอื่นหรือ กลุ่มธุรกิจทางการเงินอื่น นอกจากที่ระบุในข้อ 22 และ 23 25 มูลค่าของตราสารทุนอ้างอิงที่นับเข้าเป็นเงินกองทุนชั้นที่ 1 ที่เป็นส่วนของ
0091|0033|0014,ธุรกิจทางการเงินอื่น นอกจากที่ระบุในข้อ 22 และ 23 25 มูลค่าของตราสารทุนอ้างอิงที่นับเข้าเป็นเงินกองทุนชั้นที่ 1 ที่เป็นส่วนของเจ้าของของสถาบันการเงินอื่นหรือกลุ่มธุรกิจทางการเงินอื่น กรณีเป็นผู้ซื้อ อนุพันธ์ด้านตราสารทุน (Equity derivatives) 26 เงินลงทุนในตราสารทุน รวมถึงเงินลงทุนในใบสำคัญแสดงสิทธิที่จะซื้อหุ้นของบริษัทที่บริษัทที่ประกอบธุรกิจเงินร่วมลงทุนเข้าไปลงทุน 27 เงินลงทุนในตราสารทุน
0091|0033|0018,เป็นผู้ซื้อ อนุพันธ์ด้านตราสารทุน (Equity derivatives) 26 เงินลงทุนในตราสารทุน รวมถึงเงินลงทุนในใบสำคัญแสดงสิทธิที่จะซื้อหุ้นของบริษัทที่บริษัทที่ประกอบธุรกิจเงินร่วมลงทุนเข้าไปลงทุน 27 เงินลงทุนในตราสารทุน รวมถึงเงินลงทุนในใบสำคัญแสดงสิทธิที่จะซื้อหุ้นของบริษัทที่ทำธุรกิจทางการเงินและธุรกิจสนับสนุน ที่กลุ่มธุรกิจทางการเงิน ถือหุ้นไม่เกินร้อยละ 10 ของจำนวนหุ้นที่จำหน่ายได้แล้วทั้งหมดของบริษัทนั้น 28 เงินลงทุน
0091|0033|0029,ของจำนวนหุ้นที่จำหน่ายได้แล้วทั้งหมดของบริษัทนั้น 29 รายการอื่นตามที่ธนาคารแห่งประเทศไทยกำหนด 30 รายการหักจากเงินกองทุนชั้นที่ 1 ที่เป็นตราสารทางการเงินในส่วนที่เหลือ ในกรณีที่เงินกองทุนชั้นที่ 1 ที่เป็นตราสารทางการเงินมีจำนวนไม่เพียงพอ ให้หักจนครบเต็มจำนวน 31 รวมรายการหักตามหลักเกณฑ์การกำกับดูแลของเงินกองทุนชั้นที่ 1 ที่เป็นส่วนของเจ้าของ 32 รวมเงินกองทุนชั้นที่ 1 ที่เป็น
0091|0033|0042,1): รายการที่สามารถนับเป็นเงินกองทุนชั้นที่ 1 ที่เป็นตราสารทางการเงิน 33 เงินที่ได้รับจากการออกหุ้นบุริมสิทธิชนิดไม่สะสมเงินปันผล หลังหักหุ้นบุริมสิทธิชนิดไม่สะสมเงินปันผลซื้อคืน 34 ใบสำคัญแสดงสิทธิที่จะซื้อหุ้นบุริมสิทธิชนิดไม่สะสมเงินปันผล 35 เงินที่ได้รับจากการออกตราสารแสดงสิทธิในหนี้ที่มีสิทธิด้อยกว่าผู้ฝากเงิน เจ้าหนี้สามัญ และเจ้าหนี้ด้อยสิทธิทุกประเภท ซึ่งรวมถึงผู้ถือตราสารทาง
0091|0034|0005,รวมเงินกองทุนชั้นที่ 1 ที่เป็นตราสารทางการเงินก่อนรายการหักตามหลักเกณฑ์การกำกับดูแล 39 การซื้อคืนตราสารทางการเงินที่นับเป็นเงินกองทุนชั้นที่ 1 40 การถือตราสารทางการเงินที่นับเป็นเงินกองทุนชั้นที่ 1 ไขว้กันระหว่างธนาคารพาณิชย์กับบริษั บริษัทที่ทำธุรกิจทางการเงินหรือธุรกิจสนับสนุน 41 เงินลงทุนในตราสารทางการเงินที่นับเป็นเงินกองทุนชั้นที่ 1 ของธนาคารพาณิชย์หรือบริษัทเงินทุนอื่น ทั้งทางตรง
0091|0034|0007,คืนตราสารทางการเงินที่นับเป็นเงินกองทุนชั้นที่ 1 40 การถือตราสารทางการเงินที่นับเป็นเงินกองทุนชั้นที่ 1 ไขว้กันระหว่างธนาคารพาณิชย์กับบริษั บริษัทที่ทำธุรกิจทางการเงินหรือธุรกิจสนับสนุน 41 เงินลงทุนในตราสารทางการเงินที่นับเป็นเงินกองทุนชั้นที่ 1 ของธนาคารพาณิชย์หรือบริษัทเงินทุนอื่น ทั้งทางตรงและทางอ้อม 42 เงินลงทุนในตราสารทางการเงินที่นับเป็นเงินกองทุนชั้นที่ 1 นอกจากที่ระบุในข้อ
0091|0034|0022,ตราสารทุน (Bond / Equity Derivatives) และกรณีเป็นผู้ขายประกันความเสี่ยงด้านเครดิต (Credit 44 เงินลงทุนในตราสารทางการเงินที่นับเป็นเงินกองทุนชั้นที่ 1 ของบริษัทที่ทำธุรกิจทางการเงินและธุรกิจสนับสนุน ที่กลุ่มธุรกิจทางการเงินถือหุ้นไม่เกิน ร้อยละ 10 ของจำนวนหุ้นที่จำหน่ายได้แล้วทั้งหมดของบริษัทนั้น 45 เงินลงทุนในตราสารทางการเงินที่นับเป็นเงินกองทุนชั้นที่ 1 ของบริษัทที่ทำธุรกิจทางการเงินและ
0091|0034|0031,10 ของจำนวนหุ้นที่จำหน่ายได้แล้วทั้งหมดของบริษัทนั้น 46 รายการอื่นตามที่ธนาคารแห่งประเทศไทยกำหนด 47 รายการหักจากเงินกองทุนชั้นที่ 2 ในส่วนที่เหลือ ในกรณีที่เงินกองทุนชั้นที่ 2 มีจำนวนไม่เพียงพอให้หักจนครบเต็มจำนวน 48 รวมรายการหักตามหลักเกณฑ์การกำกับดูแลของเงินกองทุนชั้นที่ 1 ที่เป็นตราสารทางการเงิน 49 รวมเงินกองทุนชั้นที่ 1 ที่เป็นตราสารทางการเงิน (AT1) 50 รวม
0091|0034|0032,บริษัทนั้น 46 รายการอื่นตามที่ธนาคารแห่งประเทศไทยกำหนด 47 รายการหักจากเงินกองทุนชั้นที่ 2 ในส่วนที่เหลือ ในกรณีที่เงินกองทุนชั้นที่ 2 มีจำนวนไม่เพียงพอให้หักจนครบเต็มจำนวน 48 รวมรายการหักตามหลักเกณฑ์การกำกับดูแลของเงินกองทุนชั้นที่ 1 ที่เป็นตราสารทางการเงิน 49 รวมเงินกองทุนชั้นที่ 1 ที่เป็นตราสารทางการเงิน (AT1) 50 รวมเงินกองทุนชั้นที่ 1 (T1 = CET
0091|0034|0037,เป็นตราสารทางการเงิน 49 รวมเงินกองทุนชั้นที่ 1 ที่เป็นตราสารทางการเงิน (AT1) 50 รวมเงินกองทุนชั้นที่ 1 (T1 = CET1+AT1) เงินกองทุนชั้นที่ 2: รายการที่สามารถนับเป็นเงินกองทุนชั้นที่ 2 51 เงินที่ได้รับจากการออกหุ้นบุริมสิทธิชนิดสะสมเงินปันผล หลังหักหุ้นบุริมสิทธิชนิดสะสมเงินปันผลซื้อคืน 52 ใบสำคัญแสดงสิทธิที่จะซื้อหุ้นบุริมสิทธิชนิดสะสมเงินปันผล
0091|0034|0042,2 51 เงินที่ได้รับจากการออกหุ้นบุริมสิทธิชนิดสะสมเงินปันผล หลังหักหุ้นบุริมสิทธิชนิดสะสมเงินปันผลซื้อคืน 52 ใบสำคัญแสดงสิทธิที่จะซื้อหุ้นบุริมสิทธิชนิดสะสมเงินปันผล 53 เงินที่ได้รับจากการออกตราสารแสดงสิทธิในหนี้ที่มีสิทธิด้อยกว่าผู้ฝากเงินและเจ้าหนี้สามัญ 54 ส่วนเกิน (ต่ำกว่า) มูลค่าตราสารตามข้อ 51 ถึง 53 ที่กลุ่มธุรกิจทางการเงินได้รับ 55 เงินสำรองทั่วไป (General provision) แหล่งที่มาของการอ้างอิงใน
0091|0035|0002,ควบคุมและบุคคลภายนอกที่สามารถนับเป็นเงินกองทุนชั้นที่ 2 ของกลุ่มธุรกิจทางการเงิน 58 รวมเงินกองทุนชั้นที่ 2 ก่อนรายการหักตามหลักเกณฑ์การกำกับดูแล เงินกองทุนชั้นที่ 2: รายการหักตามหลักเกณฑ์การกำกับดูแล 59 การซื้อคืนตราสารทางการเงินที่นับเป็นเงินกองทุนชั้นที่ 2 60 การถือตราสารทางการเงินที่นับเป็นเงินกองทุนชั้นที่ 2 ไขว้กันระหว่างธนาคารพาณิชย์กับบริษัทที่ทำธุรกิจทางการเงินหรือ
0091|0035|0005,เงินกองทุนชั้นที่ 2: รายการหักตามหลักเกณฑ์การกำกับดูแล 59 การซื้อคืนตราสารทางการเงินที่นับเป็นเงินกองทุนชั้นที่ 2 60 การถือตราสารทางการเงินที่นับเป็นเงินกองทุนชั้นที่ 2 ไขว้กันระหว่างธนาคารพาณิชย์กับบริษัทที่ทำธุรกิจทางการเงินหรือธุรกิจสนับสนุน 61 เงินลงทุนในตราสารทางการเงินที่นับเป็นเงินกองทุนชั้นที่ 2 ของธนาคารพาณิชย์หรือบริษัทเงินทุนอื่น ทั้งทางตรงและทางอ้อม 62 เงินลงทุนในตราสารทางการเงินที่
0091|0035|0006,การกำกับดูแล 59 การซื้อคืนตราสารทางการเงินที่นับเป็นเงินกองทุนชั้นที่ 2 60 การถือตราสารทางการเงินที่นับเป็นเงินกองทุนชั้นที่ 2 ไขว้กันระหว่างธนาคารพาณิชย์กับบริษัทที่ทำธุรกิจทางการเงินหรือธุรกิจสนับสนุน 61 เงินลงทุนในตราสารทางการเงินที่นับเป็นเงินกองทุนชั้นที่ 2 ของธนาคารพาณิชย์หรือบริษัทเงินทุนอื่น ทั้งทางตรงและทางอ้อม 62 เงินลงทุนในตราสารทางการเงินที่นับเป็นเงินกองทุนชั้นที่ 63 มูลค่าของตราสาร
0091|0035|0019,ทางการเงินที่นับเป็นเงินกองทุนชั้นที่ 2 ของบริษัทที่ทำธุรกิจทางการเงินและธุรกิจสนับสนุน ที่กลุ่มธุรกิจทางการเงินถือหุ้นไม่เกิน ร้อยละ 10 ของจำนวนหุ้นที่จำหน่ายได้แล้วทั้งหมดของบริษัทนั้น 64 65 เงินลงทุนในตราสารทางการเงินที่นับเป็นเงินกองทุนชั้นที่ 2 ของบริษัทที่ทำธุรกิจทางการเงินและธุรกิจสนับสนุน ที่กลุ่มธุรกิจทางการเงินถือหุ้นเกินกว่า ร้อยละ 10 ของจำนวนหุ้นที่จำหน่ายได้แล้วทั้งหมดของบริษัท
0091|0036|0000,1 ทุนชำระแล้ว (หุ้นสามัญ) หลังหักหุ้นสามัญซื้อคืน ใบสำคัญแสดงสิทธิที่จะซื้อหุ้นสามัญ 3 ส่วนเกิน (ต่ำกว่า) มูลค่าหุ้นสามัญ (สุทธิ) 4 ทุนสำรองตามกฎหมาย 5 เงินสำรองที่ได้จัดสรรจากกำไรสุทธิเมื่อสิ้นงวดการบัญชี 6 กำไรสุทธิคงเหลือหลังจากการจัดสรร 7 กำไรขาดทุนเบ็ดเสร็จอื่นสะสม มูลค่าของเงินกองทุน รายการนับ รายการปรับ และรายการหัก ประจำงวด... เงินกองทุนชั้นที่ 1 ที่เป็นส่วนของเจ้าของ (CET
0091|0036|0015,และการร่วมค้า 8 รายการอื่นของการเปลี่ยนแปลงที่เกิดจากผู้เป็นเจ้าของ (Owner changes) รายการของบริษัทลูกที่ประกอบธุรกิจธนาคารพาณิชย์เฉพาะส่วนของผู้ถือหุ้นที่ไม่มีอำนาจควบคุมที่สามารถนับเป็นเงินกองทุนชั้นที่ 1 ที่เป็นส่วนของ เจ้าของของกลุ่มธุรกิจทางการเงิน 10 รวมเงินกองทุนชั้นที่ 1 ที่เป็นส่วนของเจ้าของก่อนรายการปรับและรายการหักตามหลักเกณฑ์การกำกับดูแล เงินกองทุนชั้นที่ 1 ที่เป็นส่วน
0091|0036|0016,จากผู้เป็นเจ้าของ (Owner changes) รายการของบริษัทลูกที่ประกอบธุรกิจธนาคารพาณิชย์เฉพาะส่วนของผู้ถือหุ้นที่ไม่มีอำนาจควบคุมที่สามารถนับเป็นเงินกองทุนชั้นที่ 1 ที่เป็นส่วนของ เจ้าของของกลุ่มธุรกิจทางการเงิน 10 รวมเงินกองทุนชั้นที่ 1 ที่เป็นส่วนของเจ้าของก่อนรายการปรับและรายการหักตามหลักเกณฑ์การกำกับดูแล เงินกองทุนชั้นที่ 1 ที่เป็นส่วนของเจ้าของ (CET1): รายการปรับตามหลักเกณฑ์
0091|0037|0004,ทุนไขว้กันระหว่างธนาคารพาณิชย์กับบริษัทที่ทำธุรกิจทางการเงินหรือธุรกิจสนับสนุน 23 เงินลงทุนในตราสารทุน รวมถึงเงินลงทุนในใบสำคัญแสดงสิทธิที่จะซื้อหุ้นของบริษัทเงินทุนและบริษัทเครดิตฟองซิเอร์ ทั้งทางตรงและทางอ้อม 24 เงินลงทุนในตราสารทุน รวมถึงเงินลงทุนในใบสำคัญแสดงสิทธิที่จะซื้อหุ้นที่นับเป็นเงินกองทุนชั้นที่ 1 ที่เป็นส่วนของเจ้าของของสถาบันการเงินอื่นหรือ กลุ่มธุรกิจทางการเงินอื่น นอกจากที่ระบุในข้อ 22 และ 23 25
0091|0037|0005,ทางการเงินหรือธุรกิจสนับสนุน 23 เงินลงทุนในตราสารทุน รวมถึงเงินลงทุนในใบสำคัญแสดงสิทธิที่จะซื้อหุ้นของบริษัทเงินทุนและบริษัทเครดิตฟองซิเอร์ ทั้งทางตรงและทางอ้อม 24 เงินลงทุนในตราสารทุน รวมถึงเงินลงทุนในใบสำคัญแสดงสิทธิที่จะซื้อหุ้นที่นับเป็นเงินกองทุนชั้นที่ 1 ที่เป็นส่วนของเจ้าของของสถาบันการเงินอื่นหรือ กลุ่มธุรกิจทางการเงินอื่น นอกจากที่ระบุในข้อ 22 และ 23 25 มูลค่าของตราสารทุนอ้างอิงที่นับเข้าเป็นเงิน
0091|0037|0018,ลงทุนเข้าไปลงทุน 27 เงินลงทุนในตราสารทุน รวมถึงเงินลงทุนในใบสำคัญแสดงสิทธิที่จะซื้อหุ้นของบริษัทที่ทำธุรกิจทางการเงินและธุรกิจสนับสนุน ที่กลุ่มธุรกิจทางการเงิน ถือหุ้นไม่เกินร้อยละ 10 ของจำนวนหุ้นที่จำหน่ายได้แล้วทั้งหมดของบริษัทนั้น 28 เงินลงทุนในตราสารทุน รวมถึงเงินลงทุนในใบสำคัญแสดงสิทธิที่จะซื้อหุ้นของบริษัทที่ทำธุรกิจทางการเงินและธุรกิจสนับสนุน ที่กลุ่มธุรกิจทางการเงิน ถือหุ้นเกินกว่าร้อยละ 10 ของจำนวน
0091|0037|0036,รายการที่สามารถนับเป็นเงินกองทุนชั้นที่ 1 ที่เป็นตราสารทางการเงิน 33 เงินที่ได้รับจากการออกหุ้นบุริมสิทธิชนิดไม่สะสมเงินปันผล หลังหักหุ้นบุริมสิทธิชนิดไม่สะสมเงินปันผลซื้อคืน 34 ใบสำคัญแสดงสิทธิที่จะซื้อหุ้นบุริมสิทธิชนิดไม่สะสมเงินปันผล 35 เงินที่ได้รับจากการออกตราสารแสดงสิทธิในหนี้ที่มีสิทธิด้อยกว่าผู้ฝากเงิน เจ้าหนี้สามัญ และเจ้าหนี้ด้อยสิทธิทุกประเภท ซึ่งรวมถึงผู้ถือตราสารทาง การเงินที่
0091|0037|0037,ที่เป็นตราสารทางการเงิน 33 เงินที่ได้รับจากการออกหุ้นบุริมสิทธิชนิดไม่สะสมเงินปันผล หลังหักหุ้นบุริมสิทธิชนิดไม่สะสมเงินปันผลซื้อคืน 34 ใบสำคัญแสดงสิทธิที่จะซื้อหุ้นบุริมสิทธิชนิดไม่สะสมเงินปันผล 35 เงินที่ได้รับจากการออกตราสารแสดงสิทธิในหนี้ที่มีสิทธิด้อยกว่าผู้ฝากเงิน เจ้าหนี้สามัญ และเจ้าหนี้ด้อยสิทธิทุกประเภท ซึ่งรวมถึงผู้ถือตราสารทาง การเงินที่นับเป็นเงินกองทุนชั้นที่ 2 36 ส่วนเกิน (
0091|0037|0049,ตราสารทางการเงินของ กลุ่มธุรกิจทางการเงิน 38 รวมเงินกองทุนชั้นที่ 1 ที่เป็นตราสารทางการเงินก่อนรายการหักตามหลักเกณฑ์การกำกับดูแล เงินกองทุนชั้นที่ 1 ที่เป็นตราสารทางการเงิน (Additional tier 1): รายการหักตามหลักเกณฑ์การกำกับดูแล การซื้อคืนตราสารทางการเงินที่นับเป็นเงินกองทุนชั้นที่ 1 40 การถือตราสารทางการเงินที่นับเป็นเงินกองทุนชั้นที่ 1 ไขว้กันระหว่างธนาคารพาณิชย์กับบริษัทที่ทำธุรกิจทางการเงิน
0091|0037|0051,ตามหลักเกณฑ์การกำกับดูแล เงินกองทุนชั้นที่ 1 ที่เป็นตราสารทางการเงิน (Additional tier 1): รายการหักตามหลักเกณฑ์การกำกับดูแล การซื้อคืนตราสารทางการเงินที่นับเป็นเงินกองทุนชั้นที่ 1 40 การถือตราสารทางการเงินที่นับเป็นเงินกองทุนชั้นที่ 1 ไขว้กันระหว่างธนาคารพาณิชย์กับบริษัทที่ทำธุรกิจทางการเงินหรือธุรกิจสนับสนุน 41 เงินลงทุนในตราสารทางการเงินที่นับเป็นเงินกองทุนชั้นที่ 1 ของธนาคารพาณิชย์หรือบริษัทเงินทุน
0091|0038|0000,มูลค่าของเงินกองทุน รายการนับ รายการปรับ และรายการหัก ประจำงวด 43 มูลค่าของตราสารทางการเงินอ้างอิงที่นับเข้าเป็นเงินกองทุนชั้นที่ 1 ที่เป็นตราสารทางการเงินของสถาบันการเงินอื่นหรือกลุ่มธุรกิจทางการเงินอื่น กรณีเป็นผู้ซื้ออนุพันธ์ด้านตราสารหนี้หรือตราสารทุน (Bond / Equity Derivatives) และกรณีเป็นผู้ขายประกันความเสี่ยงด้านเครดิต (Credit 45 เงินลงทุนในตราสารทางการเงินที่นับเป็นเงินกองทุนชั้นที่ 1 ของ
0091|0038|0003,ตราสารทางการเงินของสถาบันการเงินอื่นหรือกลุ่มธุรกิจทางการเงินอื่น กรณีเป็นผู้ซื้ออนุพันธ์ด้านตราสารหนี้หรือตราสารทุน (Bond / Equity Derivatives) และกรณีเป็นผู้ขายประกันความเสี่ยงด้านเครดิต (Credit 45 เงินลงทุนในตราสารทางการเงินที่นับเป็นเงินกองทุนชั้นที่ 1 ของบริษัทที่ทำธุรกิจทางการเงินและธุรกิจสนับสนุน ที่กลุ่มธุรกิจทางการเงินถือหุ้นเกินกว่า ร้อยละ 10 ของจำนวนหุ้นที่จำหน่ายได้แล้วทั้งหมดของบริษัทนั้น 46 รายการ
0091|0038|0009,ธุรกิจทางการเงินถือหุ้นเกินกว่า ร้อยละ 10 ของจำนวนหุ้นที่จำหน่ายได้แล้วทั้งหมดของบริษัทนั้น 46 รายการอื่นตามที่ธนาคารแห่งประเทศไทยกำหนด 47 รายการหักจากเงินกองทุนชั้นที่ 2 ในส่วนที่เหลือ ในกรณีที่เงินกองทุนชั้นที่ 2 มีจำนวนไม่เพียงพอให้หักจนครบเต็มจำนวน 48 รวมรายการหักตามหลักเกณฑ์การกำกับดูแลของเงินกองทุนชั้นที่ 1 ที่เป็นตราสารทางการเงิน 49 รวมเงินกองทุนชั้นที่ 1 ที่เป็นตราสารทางการเงิน
0091|0038|0014,จำนวน 48 รวมรายการหักตามหลักเกณฑ์การกำกับดูแลของเงินกองทุนชั้นที่ 1 ที่เป็นตราสารทางการเงิน 49 รวมเงินกองทุนชั้นที่ 1 ที่เป็นตราสารทางการเงิน (AT1) 50 รวมเงินกองทุนชั้นที่ 1 (T1 = CET1+AT1) 51 เงินที่ได้รับจากการออกหุ้นบุริมสิทธิชนิดสะสมเงินปันผล หลังหักหุ้นบุริมสิทธิชนิดสะสมเงินปันผลซื้อคืน ใบสำคัญแสดงสิทธิที่จะซื้อหุ้นบุริมสิทธิชนิดสะสมเงินปันผล เงินลงทุน
0091|0038|0015,เงินกองทุนชั้นที่ 1 ที่เป็นตราสารทางการเงิน 49 รวมเงินกองทุนชั้นที่ 1 ที่เป็นตราสารทางการเงิน (AT1) 50 รวมเงินกองทุนชั้นที่ 1 (T1 = CET1+AT1) 51 เงินที่ได้รับจากการออกหุ้นบุริมสิทธิชนิดสะสมเงินปันผล หลังหักหุ้นบุริมสิทธิชนิดสะสมเงินปันผลซื้อคืน ใบสำคัญแสดงสิทธิที่จะซื้อหุ้นบุริมสิทธิชนิดสะสมเงินปันผล เงินลงทุนในตราสารทางการเงินที่นับเป็นเงินกองทุนชั้นที่
0091|0038|0034,ไม่มีอำนาจควบคุมและบุคคลภายนอกที่สามารถนับเป็นเงินกองทุนชั้นที่ 2 ของกลุ่มธุรกิจทางการเงิน 58 รวมเงินกองทุนชั้นที่ 2 ก่อนรายการหักตามหลักเกณฑ์การกำกับดูแล เงินกองทุนชั้นที่ 2: รายการหักตามหลักเกณฑ์การกำกับดูแล 59 การซื้อคืนตราสารทางการเงินที่นับเป็นเงินกองทุนชั้นที่ 2 การถือตราสารทางการเงินที่นับเป็นเงินกองทุนชั้นที่ 2 ไขว้กันระหว่างธนาคารพาณิชย์กับบริษัทที่ทำธุรกิจทางการเงิน
0091|0038|0037,การกำกับดูแล เงินกองทุนชั้นที่ 2: รายการหักตามหลักเกณฑ์การกำกับดูแล 59 การซื้อคืนตราสารทางการเงินที่นับเป็นเงินกองทุนชั้นที่ 2 การถือตราสารทางการเงินที่นับเป็นเงินกองทุนชั้นที่ 2 ไขว้กันระหว่างธนาคารพาณิชย์กับบริษัทที่ทำธุรกิจทางการเงินหรือธุรกิจสนับสนุน เงินลงทุนในตราสารทางการเงินที่นับเป็นเงินกองทุนชั้นที่ 2 ของธนาคารพาณิชย์หรือบริษัทเงินทุนอื่น ทั้งทางตรงและทางอ้อม เงินลงทุนในตราสารทางการเงินที่นับ
0091|0038|0042,หรือธุรกิจสนับสนุน เงินลงทุนในตราสารทางการเงินที่นับเป็นเงินกองทุนชั้นที่ 2 ของธนาคารพาณิชย์หรือบริษัทเงินทุนอื่น ทั้งทางตรงและทางอ้อม เงินลงทุนในตราสารทางการเงินที่นับเป็นเงินกองทุนชั้นที่ 2 ของสถาบันการเงินอื่นหรือกลุ่มธุรกิจทางการเงินอื่น นอกจากที่ระบุในข้อ 60 และ 61 62 63 มูลค่าของตราสารทางการเงินอ้างอิงที่นับเข้าเป็นเงินกองทุนชั้นที่ 2 ของสถาบันการเงินอื่นหรือกลุ่มธุรกิจทางการเงินอื่น กรณีเป็นผู้ซื้ออนุพันธ์
